features.type,features.geometry,features.properties.NAME,features.properties.REFERENCE,features.properties.ASSETTYPE,features.properties.ASSETLOCATION,features.properties.CNTR_X,features.properties.CNTR_Y,lacd
"Feature","","Green Lane Stepping Stones","0070/1","Spillway","Low Bentley",413548.701,427900.044,"E08000033"
"Feature","","Savile Road Screen","0538/13","Screen","Hebden Bridge",398149.183,427352.243,"E08000033"
"Feature","","Heights Road Culvert 7","98941","Simple Culvert","Mytholmroyd",401673.163,427006.305,"E08000033"
"Feature","","Red Beck French Drain Outfall","0653/24","Simple Culvert","Brighouse",412404.628,424514.348,"E08000033"
"Feature","","Red Beck Stop Log","0653/41","In Channel Stop Logs","Brighouse",412014.258,424959.946,"E08000033"
"Feature","","Cragg Road Screen 2","0893/3","Screen","Cragg Vale",400795.934,424120.469,"E08000033"
"Feature","","DIY stop logs","0785/27","In Channel Stop Logs","Mytholmroyd",400349.57,426244.148,"E08000033"
"Feature","","Upper Birks Footbridge","99065","Spillway","Cragg Vale",400975.653,424126.73,"E08000033"
"Feature","","Ford across watercourse","99152","Weir","Blackshaw Head",394232.997,427709.584,"E08000033"
"Feature","","Howroyd Lane Asset","99213","Simple Culvert","Barkisland",406300.817,419702.914,"E08000033"
"Feature","","Gate Head Lane Bridge/penstock","99225","Control Gates","Elland",407893.709,420586.878,"E08000033"
"Feature","","Plains Lane Stepping Stones","0892/5","Simple Culvert","Halifax",410661.303,422500.018,"E08000033"
"Feature","","Trash screen","0421/28","Screen","Hebden Bridge",400367.506,427888.45,"E08000033"
"Feature","","Stoney lane 1 trashscreen","0759/9","Screen","Todmorden",392629.849,425789.551,"E08000033"
"Feature","","Stoney lane 2 trashscreen","0759/12","Screen","Todmorden",392647.559,425765.267,"E08000033"
"Feature","","Plains Lane Trash screen","0892/9","Screen","Elland",410726.77,422132.128,"E08000033"
"Feature","","Old Lane Trash screen","0630/27","Screen","Pecket Well",399799.024,429619.952,"E08000033"
"Feature","","Oldham Road Screen","","Screen","Rishworth",403443.591,418005.156,"E08000033"
"Feature","","Dark Lane Tradh Screen","0516/1","Screen","Hebden Bridge",397592.888,427311.455,"E08000033"
"Feature","","Cow Lane Screen","0203/12","Screen","Shackleton",398325.984,429684.366,"E08000033"
"Feature","","Cragg Road Screen","0794/5","Screen","Cragg Vale",400818.074,424401.179,"E08000033"
"Feature","","Winding Rise Culvert Trash Screen","","Screen","Brighouse",415045.604,425306.279,"E08000033"
"Feature","","Hole Bottom Road screen","","Screen","Todmorden",393868.352,425318.978,"E08000033"
