type,features.type,features.geometry.type,features.geometry.coordinates.0,features.geometry.coordinates.1,features.properties.export_mpan_msid,features.properties.import_mpan_msid,features.properties.customer_name,features.properties.customer_site,features.properties.address_line_1,features.properties.address_line_2,features.properties.town_city,features.properties.county,features.properties.postcode,features.properties.country,features.properties.location_x_coordinate_eastings_where_data_is_held,features.properties.location_y_coordinate_northings_where_data_is_held,features.properties.grid_supply_point,features.properties.bulk_supply_point,features.properties.primary,features.properties.point_of_connection_poc_voltage_kv,features.properties.licence_area,features.properties.energy_source_1,features.properties.energy_conversion_technology_1,features.properties.chp_cogeneration_yes_no,features.properties.storage_capacity_1_mwh,features.properties.storage_duration_1_hours,features.properties.energy_source_energy_conversion_technology_1_registered_capacity_mw,features.properties.energy_source_2,features.properties.energy_conversion_technology_2,features.properties.chp_cogeneration_2_yes_no,features.properties.storage_capacity_2_mwh,features.properties.storage_duration_2_hours,features.properties.energy_source_energy_conversion_technology_2_registered_capacity_mw,features.properties.energy_source_3,features.properties.energy_conversion_technology_3,features.properties.chp_cogeneration_3_yes_no,features.properties.storage_capacity_3_mwh,features.properties.storage_duration_3_hours,features.properties.energy_source_energy_conversion_technology_3_registered_capacity_mw,features.properties.flexible_connection_yes_no,features.properties.connection_status,features.properties.already_connected_registered_capacity_mw,features.properties.maximum_export_capacity_mw,features.properties.maximum_export_capacity_mva,features.properties.maximum_import_capacity_mw,features.properties.maximum_import_capacity_mva,features.properties.date_connected,features.properties.accepted_to_connect_registered_capacity_mw,features.properties.change_to_maximum_export_capacity_mw,features.properties.change_to_maximum_export_capacity_mva,features.properties.change_to_maximum_import_capacity_mw,features.properties.change_to_maximum_import_capacity_mva,features.properties.date_accepted,features.properties.target_energisation_date,features.properties.distribution_service_provider_y_n,features.properties.transmission_service_provider_y_n,features.properties.reference,features.properties.in_a_connection_queue_y_n,features.properties.distribution_reinforcement_reference,features.properties.transmission_reinforcement_reference,features.properties.last_updated
"FeatureCollection","Feature","Point",-1.4045678312611327,53.4202101187199,"2394000106234","Data Not Available","Blackburn Meadows WTW","Blackburn Meadows WTW","Yorkshire Water PLC","Alsing Road","Sheffield","South Yorkshire","S9 1HF","England",439669,391655,"West Melton / Thorpe Marsh","Blackburn Meadows B","Blackburn Meadows 33/11kV",11,"Northern Powergrid (Yorkshire) plc","Waste","Gas turbine (OCGT)","No","","",2,"","","","","","","","","","","","","No","Connected",2.105,3.3,3.474,"","","Data Not Available",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.0440187169130168,53.539604481669151,"2394000119190","Data Not Available","Hatfield Lane Generation","Hatfield Lane Generation","Markham Main","Hatfield Lane","Doncaster","South Yorkshire","DN3 2NN","England",463452,405198,"West Melton / Thorpe Marsh","Doncaster B/Thorpe Marsh","Armthorpe",11,"Northern Powergrid (Yorkshire) plc","Waste","Gas turbine (OCGT)","No","","",5,"","","","","","","","","","","","","No","Connected",5.263,5,5.263,"","","2015-07-07 00:00:00",,,,"","","2015-01-01 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.2885798152729639,53.529515924821688,"2394000067203","Data Not Available","Marr Wind Farm","Marr Wind Farm","Hangman Stone Road","Marr","Doncaster","South Yorkshire","DN5 7","England",447256,403886,"West Melton / Thorpe Marsh","Doncaster B/Thorpe Marsh","Barnburgh",11,"Northern Powergrid (Yorkshire) plc","Wind","Onshore wind turbines","No","","",8,"","","","","","","","","","","","","No","Connected",8.421,8,8.421,"","","2011-11-28 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.1596497834821193,53.618906951100115,"2394000043364","Data Not Available","Askern Green Park Generation","Askern Green Park Generation","Campsall Road","Askern","Doncaster","South Yorkshire","DN6 0BZ","England",455685,413924,"West Melton / Thorpe Marsh","Doncaster B/Thorpe Marsh","Askern Green Park",66,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Engine (combustion / reciprocating)","No","","",1,"","","","","","","","","","","","","No","Connected",1.053,4,4.211,"","","2010-07-01 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.1216833298374342,53.538258408817512,"2394000085364","Data Not Available","Prosper De Mulder Ltd","Prosper De Mulder Ltd","Prosper De Mulder LTD","Ings Road","Doncaster","South Yorkshire","DN5 9SW","England",458307,404982,"West Melton / Thorpe Marsh","Doncaster B/Thorpe Marsh","ICI Fibres",11,"Northern Powergrid (Yorkshire) plc","Waste","Gas turbine (OCGT)","No","","",3.61,"","","","","","","","","","","","","No","Connected",3.8,2.689,2.831,"","","2011-06-28 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.0196310490244527,53.594570678102151,"Data Not Available","2300000846014","Bootham Lane Landfill Site","Bootham Lane Landfill Site","Bootham Lane Landfill Site","Stainforth","Doncaster","South Yorkshire","DN 75","England",464984,411335,"West Melton / Thorpe Marsh","Doncaster B/Thorpe Marsh","Stainforth",11,"Northern Powergrid (Yorkshire) plc","Waste","Gas turbine (OCGT)","No","","",2.28,"","","","","","","","","","","","","No","Connected",2.4,0.855,0.9,"","","2001-05-02 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.0792518396503343,53.585570189501766,"Data Not Available","Data Not Available","Trumfleet Power Station","Trumfleet Power Station","Trumfleet","Askern","Doncaster","South Yorkshire","DN6 0DT","England",461051,410281,"West Melton / Thorpe Marsh","Doncaster B/Thorpe Marsh","Trumfleet Generation",66,"Northern Powergrid (Yorkshire) plc","Waste","Gas turbine (OCGT)","No","","",19,"","","","","","","","","","","","","No","Connected",20,12.398,13.051,"","","2011-09-01 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.91912163129798718,53.621255570471881,"2394000083311","Data Not Available","Tween Bridge Wind Farm","Tween Bridge Wind Farm","Tween Bridge Wind Farm","Thorne","Doncaster","South Yorkshire","DN8 4HH","England",471591,414400,"West Melton / Thorpe Marsh","Doncaster B/Thorpe Marsh","Tween Bridge Windfarm",66,"Northern Powergrid (Yorkshire) plc","Wind","Onshore wind turbines","No","","",44,"","","","","","","","","","","","","No","Connected",46.316,44,46.316,"","","2011-11-17 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.3715369735400182,53.420373534238266,"2394000132252","Data Not Available","Templeborough Biomass","Templeborough Biomass","Former Firth Rixson","Sheffield Road","Rotherham","South Yorkshire","S60 1DP","England",441864,391692,"Wincobank","Wincobank","Templeborough Biomass",33,"Northern Powergrid (Yorkshire) plc","Biomass","Steam turbine (thermal power plant)","No","","",42.75,"","","","","","","","","","","","","Yes","Connected",45,42.75,45,"","","2017-10-11 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.0786618822575775,53.680035290818161,"2394000126807","Data Not Available","Pollington Solar Farm","Pollington Solar Farm","Pollington Airfield","Pollington","Goole","East Yorkshire","DN14 0DA","England",460954,420791,"Ferrybridge B","Kirkhaw Lane","Pollington",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",3.8,"","","","","","","","","","","","","No","Connected",4,3.8,4,"","","2016-01-01 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.0920753750978391,53.488994917526682,"2394000137809","Data Not Available","Bankwood Lane Industrial","Bankwood Lane Industrial","Bankwood Lane Industrial Estate","Rossington","Doncaster","South Yorkshire","DN11 0PS","England",460339,399526,"West Melton / Thorpe Marsh","Doncaster B/Thorpe Marsh","West End Lane",11,"Northern Powergrid (Yorkshire) plc","Waste","Gas turbine (OCGT)","No","","",3.8,"","","","","","","","","","","","","No","Connected",4,3.8,4,"","","2018-10-01 00:00:00",,,,"","","2017-06-19 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.5451231279694255,53.80570757733966,"2394000134161","Data Not Available","Merrion House LLP","Merrion House LLP","Merrion House","Town Centre House","Leeds","West Yorkshire","LS2 8LY","England",430054,434475,"Skelton Grange","Leeds North","Carlton Hill",11,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",2,"","","","","","","","","","","","","No","Connected",2.105,2,2.105,"","","2017-07-07 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.50426527719699932,53.538512746192907,"2394000134914","Data Not Available","Scawby Brook Expansion","Scawby Brook Expansion","Brigg Power Station","Scawby Brook","Brigg","Lincolnshire","DN20 9LT","England",499223,405692,"Keadby","Scawby Brook","Scawby Brook Direct",132,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Engine (combustion / reciprocating)","No","","",48.5,"","","","","","","","","","","","","No","Connected",51.053,48.5,51.053,"","","2018-05-15 00:00:00",,,,"","","2017-05-15 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.131228389244864,53.500225108136767,"2394000140217","Data Not Available","Watervole Way Generation","Watervole Way Generation","Watervole Way Generation","Watervole Way","Doncaster","South Yorkshire","DN4 5JP","England",457726,400743,"West Melton / Thorpe Marsh","Mallard Way","Water Vole Way Generation",33,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Engine (combustion / reciprocating)","No","","",20,"","","","","","","","","","","","","No","Connected",21.053,20,21.053,"","","2019-12-20 00:00:00",,,,"","","2017-09-04 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.3114289179815648,53.462873324368914,"2394000122477","Data Not Available","Thrybergh Weir","Thrybergh Weir","Thrybergh","Kilnhurst","Mexborough","South Yorkshire","S64 5TJ","England",445813,396457,"West Melton Section 3","West Melton","Kilnhurst",11,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",1.2,"","","","","","","","","","","","","No","Connected",1.263,1.2,1.263,"","","2017-11-25 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.7706152142073948,53.643998477497028,"Data Not Available","Data Not Available","Non-Exporting Backup Generator","Non-Exporting Backup Generator","Unit 11","Shaw Park","Huddersfield","West Yorkshire","HD5 9AG","England",415262,416412,"Skelton Grange","Saint Andrews Road 132/33kV","Saint Andrews Road 33/11kV",0,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Engine (combustion / reciprocating)","No","","",1,"","","","","","","","","","","","","No","Connected",1.053,0,0,"","","2017-12-07 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.3284669804900968,53.358557301668675,"2394000141451","Data Not Available","Chesterfield Road Large Generation","Chesterfield Road Large Generation","Chesterfield Road","Swallownest","Sheffield","South Yorkshire","S26 4SX","England",444791,384841,"Thurcroft","Thurcroft","Chesterfield Road Generation",66,"Northern Powergrid (Yorkshire) plc","Fossil - Oil","Engine (combustion / reciprocating)","No","","",20,"","","","","","","","","","","","","No","Connected",21.053,20,21.053,"","","2019-10-25 00:00:00",,,,"","","2017-11-21 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.41766007850799,53.801149323930687,"BP_BESS","Data Not Available","Burn Park Farm Gas Units","Burn Park Farm Gas Units","Burn Park Cottages","Creyke Beck","Hull","East Yorkshire","HU16 5SB","England",504312,435033,"Creyke Beck","Burn Park Farm","Burn Park Farm Direct",132,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Engine (combustion / reciprocating)","No","","",49.9,"","","","","","","","","","","","","No","Connected",52.526,49.9,52.526,"","","2018-04-01 00:00:00",,,,"","","2016-11-08 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.3732708096217821,53.430378046231347,"2394000140810","Data Not Available","Land off Union Street, Rotherham","Land off Union Street, Rotherham","Site 1","Union Street","Rotherham","South Yorkshire","S61 1AA","England",441739,392804,"West Melton / Thorpe Marsh","Park Street","Park Street Direct",11,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Engine (combustion / reciprocating)","No","","",8,"","","","","","","","","","","","","No","Connected",8.421,8,8.421,"","","2017-11-29 00:00:00",,,,"","","2017-06-01 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.2214012695980196,53.372244342384327,"2394200145011","2380002680966","Caxton Way Gas","Caxton Way Gas","Noble Way","Dinnington","Sheffield","South Yorkshire","S25 3QE","England",451900,386436,"Thurcroft","Thurcroft","Caxton Way Gas",66,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",30,"","","","","","","","","","","","","No","Connected",31.579,30,31.579,"","","2021-02-11 00:00:00",,,,"","","2019-06-01 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.36092884903700184,53.750156312643568,"Data Not Available","Data Not Available","Jacksons Bakery","Jacksons Bakery","40","DERRINGHAM STREET","Hull","East Yorkshire","HU3 1EW","England",508179,429445,"Creyke Beck","Hull South","Clarendon Street",11,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",1.45,"","","","","","","","","","","","","No","Connected",1.526,1.45,1.526,"","","",,,,"","","2015-04-23 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.35949681906562081,53.781454782180447,"2394000053024","Data Not Available","Croda Chemicals Wind Turbine","Croda Chemicals Wind Turbine","CRODA CHEMICALS LTD","Oak Road","Hull","East Yorkshire","HU6 7PH","England",508193,432929,"Creyke Beck","Beverley 132/33kV","First Avenue",11,"Northern Powergrid (Yorkshire) plc","Wind","Onshore wind turbines","No","","",1.995,"","","","","","","","","","","","","No","Connected",2.1,2.09,2.2,"","","2008-06-17 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.26768520294230841,53.752000111149172,"2394000089457","Data Not Available","Great Field Lane Generation","Great Field Lane Generation","Great Field Lane","Great Field Lane","Hull","East Yorkshire","HU9 5WA","England",514322,429796,"Creyke Beck","Bransholme","Great Field Lane Generation",33,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Engine (combustion / reciprocating)","No","","",23.75,"","","","","","","","","","","","","No","Connected",25,23.75,25,"","","2012-01-16 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.42816598896490315,53.795921061389713,"BP_STOR","Data Not Available","Burn Park Farm Energy Storage","Burn Park Farm Energy Storage","Burn Park Cottages","Creyke Beck","Hull","East Yorkshire","HU16 5RZ","England",503633,434436,"Creyke Beck","Burn Park Farm","Burn Park Farm Direct",132,"Northern Powergrid (Yorkshire) plc","Stored Energy (all stored energy irrespectve of the original energy source)","Storage - Electrochemical  (Batteries)","No","","",49.9,"","","","","","","","","","","","","No","Connected",52.526,49.9,52.526,"","","2019-01-01 00:00:00",,,,"","","2016-11-08 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.32780681135274053,53.757375533026327,"Data Not Available","Data Not Available","Energy Works Hull","Energy Works Hull","Energy Works Hull LTD","Cleveland Street","Hull","East Yorkshire","HU8 8AZ","England",510344,430299,"Creyke Beck","Cleveland Street Generation","Cleveland Street Generation Direct",132,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",25,"","","","","","","","","","","","","No","Connected",26.316,25,26.316,"","","2016-07-05 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.11323759272028767,53.74889509073536,"2394000107089","2394000085806","Greens Lane Wind Farm 1","Greens Lane Wind Farm 1","Wadworth Hill House","Greens Lane","Burton Pidsea","East Yorkshire","HU12 9EY","England",524514,429710,"Creyke Beck","Driffield/Beverley Group","Burton Pidsea",11,"Northern Powergrid (Yorkshire) plc","Wind","Onshore wind turbines","No","","",13.6,"","","","","","","","","","","","","No","Connected",14.316,13.6,14.316,"","","2014-09-11 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.52529038861134,54.179259462858724,"2394000123276","Data Not Available","Kingspan Ltd","Kingspan Ltd","Widespan Works","Sherburn","Malton","North Yorkshire","YO17 8PQ","England",496348,476946,"Creyke Beck","Driffield/Beverley Group","Butterwick",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",3.852,"","","","","","","","","","","","","Yes","Connected",4.055,3.852,4.055,"","","2016-03-22 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.17110141404491438,53.848252279534037,"2394000098805","Data Not Available","Withernwick Wind Farm","Withernwick Wind Farm","Aldbrough Road","Aldbrough","Hull","East Yorkshire","HU11 4TF","England",520414,440663,"Creyke Beck","Driffield/Beverley Group","Withernwick Windfarm",66,"Northern Powergrid (Yorkshire) plc","Wind","Onshore wind turbines","No","","",8.2,"","","","","","","","","","","","","No","Connected",8.632,8.2,8.632,"","","2019-01-01 00:00:00",,,,"","","2017-04-07 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.51488607646996143,53.9780145987886,"2394000067550","Data Not Available","Sandhill","Sandhill","Garton Road","Kirkburn","Driffield","East Yorkshire","YO25 9DR","England",497497,454571,"Creyke Beck","Driffield/Beverley Group","Kirkburn",11,"Northern Powergrid (Yorkshire) plc","Biofuel - Landfill gas","Engine (combustion / reciprocating)","No","","",3.23,"","","","","","","","","","","","","No","Connected",3.4,3.126,3.291,"","","2011-01-01 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.53246424510657409,53.7173493664217,"2394000132642","Data Not Available","Gibson Lane Wind Farm","Gibson Lane Wind Farm","Gibson Lane","Mleton","North Ferriby","East Yorkshire","HU14 3HH","England",496944,425548,"Creyke Beck","Hull West","Gibson Lane Windfarm",33,"Northern Powergrid (Yorkshire) plc","Wind","Onshore wind turbines","No","","",4.6,"","","","","","","","","","","","","No","Connected",4.842,4.6,4.842,"","","2017-03-09 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.0517168470118505,53.7856277497431,"2394000056521","Data Not Available","Sedalcol Ltd (Whites Recycling)","Sedalcol Ltd (Whites Recycling)","Selby Energy Park","Lowmoor Road","Selby","North Yorkshire","YO8 8EF","England",462577,432562,"Drax","Osgodby 3/4","Olympia Mills",11,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",3.325,"","","","","","","","","","","","","No","Connected",3.5,3.325,3.5,"","","2010-04-01 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.79670462926262264,53.740680367651166,"2394000097068","Data Not Available","Sixpenny Wood Wind Farm","Sixpenny Wood Wind Farm","Junction B1320","Spenny Wood Wind Farm","Goole","East Yorkshire","DN14 7XF","England",479463,427816,"Drax","Osgodby 3/4","Sixpenny Wood Windfarm",33,"Northern Powergrid (Yorkshire) plc","Wind","Onshore wind turbines","No","","",20.077,"","","","","","","","","","","","","Yes","Connected",21.134,20.077,21.134,"","","2012-11-08 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.84442450184045659,53.753769869379937,"2394000051054","Data Not Available","Loftsome Bridge Water Works","Loftsome Bridge Water Works","Loftsome Way","Howden","Google","East Yorkshire","DN14 7SW","England",476292,429220,"Drax","Osgodby 3/4","Thorpe Road",0,"Northern Powergrid (Yorkshire) plc","Wind","Onshore wind turbines","No","","",2.47,"","","","","","","","","","","","","No","Connected",2.6,2.47,2.6,"","","2010-04-01 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-2.116423825548897,53.672599421753887,"2394000107353","Data Not Available","Todmorden Moor Wind Farm","Todmorden Moor Wind Farm","Wind Farm","Flower Scarr Road","Todmorden","West Yorkshire","OL14 7JB","England",392406,419576,"Elland","Sowerby Bridge 132/33kV","Todmorden Moor Windfarm",33,"Northern Powergrid (Yorkshire) plc","Wind","Onshore wind turbines","No","","",19.999,"","","","","","","","","","","","","No","Connected",21.052,19.999,21.052,"","","2014-04-30 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.2885798152729639,53.529515924821688,"2394000086075","Data Not Available","Hazlehead Wind Farm","Hazlehead Wind Farm","Fox Holes Grove","Crow Edge","Sheffield","South Yorkshire","S36 4HN","England",447256,403886,"Elland","Thornhill 132kV","Hazlehead",11,"Northern Powergrid (Yorkshire) plc","Wind","Onshore wind turbines","No","","",5.7,"","","","","","","","","","","","","No","Connected",6,5.7,6,"","","2011-10-31 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.7575111801240113,53.562907453457022,"2394000094865","Data Not Available","Blackstone Edge Wind Farm","Blackstone Edge Wind Farm","Near","Blackstone Edge","Holmfirth","West Yorkshire","HD9 7TW","England",416159,407393,"Elland","Thornhill 132kV","Scholes",11,"Northern Powergrid (Yorkshire) plc","Wind","Onshore wind turbines","No","","",5.7,"","","","","","","","","","","","","No","Connected",6,5.7,6,"","","2012-12-01 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.654880300248323,53.677642569039975,"Data Not Available","Data Not Available","Thornhill CCGT","Thornhill CCGT","EON UK Cogeneration LTD","Calder Road","Dewsbury","West Yorkshire","WF12 9EA","England",422895,420186,"Elland","Thornhill 132kV","Thornhill Cogen Generation",33,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",47.5,"","","","","","","","","","","","","No","Connected",50,55.1,58,"","","2000-08-02 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.4324086215579459,53.6084841575038,"Data Not Available","2300000949971","Monckton Coke and Chemicals","Monckton Coke and Chemicals","Midland Road","Royston","Barnsley","South Yorkshire","S71 4BP","England",437652,412586,"Ferrybridge A","Ferrybridge A","Monckton",11,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",9.5,"","","","","","","","","","","","","No","Connected",10,9.5,10,"","","2010-04-01 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.3267556807653933,53.592710270248382,"2394000114661","Data Not Available","Landfill at South Kirkby Colliery","Landfill at South Kirkby Colliery","Hemsworth Road","South Kirkby","Pontefract","West Yorkshire","WF9 3LP","England",444659,410892,"Ferrybridge A","Ferrybridge A","South Kirkby",11,"Northern Powergrid (Yorkshire) plc","Biomass","Steam turbine (thermal power plant)","No","","",2.4,"","","","","","","","","","","","","No","Connected",2.526,2.4,2.526,"","","2016-09-15 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.2036286822532343,53.833084698789214,"Data Not Available","Data Not Available","RAF Church Fenton","RAF Church Fenton","RAF Church Fenton","RAF Church Fenton","Tadcaster","North Yorkshire","LS24 9SE","England",452509,437719,"Ferrybridge B","Bramham","Fenton Lane",11,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Engine (combustion / reciprocating)","No","","",1.04,"","","","","","","","","","","","","No","Connected",1.095,0.4,0.421,"","","Data Not Available",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.220318871018981,53.792639603918431,"2394000125672","Data Not Available","Ash Row Solar","Ash Row Solar","Ash Row 2 Farm","Sherburn In Elmet","Leeds","West Yorkshire","LS25 6JJ","England",451460,433207,"Ferrybridge B","Bramham","Sherburn",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",3.75,"","","","","","","","","","","","","No","Connected",3.947,3.75,3.947,"","","2015-11-19 00:00:00",,,,"","","2015-01-01 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.4319839011162334,53.688559010778981,"2394000058333","Data Not Available","Welbeck Generation","Welbeck Generation","Welbeck Landfill Site","Boudary Lane","Normanton","West Yorkshire","WF6 2JA","England",437609,421495,"Ferrybridge B","Featherstone","Welbeck Generation",33,"Northern Powergrid (Yorkshire) plc","Waste","Gas turbine (OCGT)","No","","",8,"","","","","","","","","","","","","No","Connected",8.421,11.97,12.6,"","","2009-04-01 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.2004880740065216,53.706634948772631,"2394000129436","2394000132527","Kellingley Colliery","Kellingley Colliery","Kellingley Colliery","Turvers Lane","Knottingley","West Yorkshire","WF11 8DT","England",452874,423653,"Ferrybridge B","Kirkhaw Lane","Beal",11,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Engine (combustion / reciprocating)","No","","",7,"","","","","","","","","","","","","No","Connected",7.368,7,7.368,"","","2016-05-24 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.2416680859622919,53.706399245692261,"Data Not Available","Data Not Available","Darrington Leys Quarries Export","Darrington Leys Quarries Export","Darrington Leys","Cridling Stubbs","Knottingley","West Yorkshire","WF11 0AH","England",450156,423597,"Ferrybridge B","Kirkhaw Lane","Weeland Road",11,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",1.52,"","","","","","","","","","","","","No","Connected",1.6,1.52,1.6,"","","2000-08-30 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.2385402866501787,53.7051120590705,"2394000126773","2394000126782","England Lane","England Lane","Solar Farm A","England Lane/Middle Lane","Knottingley","West Yorkshire","WF11 0BZ","England",450364,423456,"Ferrybridge B","Kirkhaw Lane","Weeland Road",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",1.999,"","","","","","","","","","","","","No","Connected",2.104,1.999,2.104,"","","2016-03-01 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.3763377210601988,53.792851064923049,"Data Not Available","Data Not Available","Peckfield Quarry Generation","Peckfield Quarry Generation","Peckfield Quarry","Micklefield","Garforth","West Yorkshire","LS25 4DW","England",441182,433129,"Ferrybridge B","Whinmoor","Ninelands Lane",11,"Northern Powergrid (Yorkshire) plc","Waste","Gas turbine (OCGT)","No","","",4.009,"","","","","","","","","","","","","No","Connected",4.22,1.9,2,"","","2010-04-01 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
